runoff,surface_pressure_hpa,mean_temp_c,max_temp_2m_c,min_temp_2m_c,precipitation_mm,dew_point_c,mean_wind_speed_ms,wind_v_ms,wind_u_ms,solar_net_radiation_j_m2,solar_down_radiation_j_m2
459.15625,793.12,18.61,21.87,15.91,15.02,16.81,1.53,1.25,0.72,10962090.0,12922552.0
496.21875,793.03,19.12,23.23,16.36,2.33,15.78,1.97,0.93,1.71,13631924.0,16073860.0
465.89062,794.03,19.37,23.61,16.28,6.13,15.98,1.73,0.91,1.32,14779806.0,17431460.0
427.96875,793.18,20.54,24.86,16.58,0.63,15.5,2.97,1.69,2.36,17332202.0,20446676.0
376.40625,793.69,20.87,25.8,16.83,6.01,16.02,2.5,0.73,1.54,17500140.0,20649744.0
362.25,796.02,17.02,19.18,15.22,6.51,14.46,1.64,0.13,-1.57,6710040.0,7919536.0
377.59375,795.73,17.45,20.12,15.11,0.77,13.61,1.52,0.47,-1.36,10197344.0,12038392.0
351.07812,794.65,17.64,21.0,15.31,7.0,15.37,1.12,0.92,0.4,9464664.0,11176164.0
321.8125,792.7,19.17,22.89,16.23,1.76,15.5,1.95,1.3,1.39,14695340.0,17356860.0
391.20312,791.31,19.51,24.48,16.5,30.02,16.56,1.71,0.81,0.87,15805284.0,18672316.0
513.0156,790.72,19.54,23.63,16.58,8.39,16.59,1.68,1.18,0.69,15729012.0,18586668.0
535.5,791.43,19.54,24.37,16.02,7.38,16.76,2.14,1.37,1.33,15407652.0,18211308.0
508.07812,790.97,20.74,24.93,17.27,1.36,15.95,2.2,1.19,1.7,14762256.0,17452676.0
490.65625,790.83,19.96,23.39,17.76,28.74,16.8,1.39,0.59,0.7,11938570.0,14117772.0
565.65625,792.25,18.32,20.45,17.03,33.92,16.99,1.4,1.29,0.13,5635798.0,6666100.0
618.25,793.58,18.27,20.02,16.44,7.59,16.87,1.79,1.74,0.38,8250986.0,9761756.0
583.9375,794.21,18.26,21.62,15.06,0.84,15.46,2.07,1.58,1.26,14035944.0,16609908.0
498.23438,794.2,19.76,23.64,15.62,0.79,15.33,1.98,1.42,1.25,13561700.0,16052612.0
411.65625,794.82,20.99,25.19,17.14,0.67,16.05,1.91,1.39,1.26,17624024.0,20866128.0
340.17188,795.12,20.41,24.75,16.21,0.76,15.93,2.33,1.39,1.84,16730962.0,19813560.0
283.625,794.6,20.35,24.15,17.04,0.87,15.5,2.05,0.9,1.81,13390176.0,15861116.0
244.8125,794.47,20.03,22.83,16.99,0.95,15.47,1.55,0.71,1.16,11817194.0,14001280.0
220.07812,794.05,20.2,23.86,16.76,2.68,16.31,1.95,1.28,1.36,14514820.0,17201484.0
198.125,793.71,19.76,23.4,17.17,4.62,16.5,1.47,1.01,0.62,11516898.0,13651904.0
191.875,792.56,19.79,23.8,17.33,7.8,16.83,1.51,1.16,0.64,12733260.0,15097496.0
254.4375,793.48,18.68,20.76,16.73,17.1,16.94,1.34,1.05,0.43,6324114.0,7500188.0
327.76562,793.48,19.08,22.06,16.74,3.91,16.84,1.65,1.39,0.81,9543216.0,11320608.0
338.92188,793.33,19.96,24.36,16.71,3.32,16.43,1.81,1.38,0.62,13305906.0,15787948.0
304.48438,794.42,19.54,24.09,16.12,7.46,16.82,1.4,1.03,-0.15,14373652.0,17058956.0
281.90625,795.71,19.76,23.83,16.26,4.95,17.3,1.3,1.03,-0.27,14781394.0,17547056.0
261.84375,794.75,20.83,24.72,16.92,0.86,15.63,1.49,1.15,0.47,18556154.0,22033416.0
228.35938,794.23,20.23,24.83,16.56,5.14,16.62,1.48,0.9,0.0,17565224.0,20858828.0
207.23438,794.41,20.43,24.93,16.94,3.17,15.96,1.5,1.03,-0.72,16476456.0,19567912.0
231.25,794.35,19.35,23.14,17.01,10.65,16.08,1.58,0.19,-1.49,14441344.0,17152580.0
280.60938,794.53,18.46,21.17,16.43,10.52,15.46,0.81,0.0,-0.57,9552240.0,11346716.0
318.9375,794.81,17.56,19.63,15.97,14.06,16.33,1.07,0.78,0.68,7345658.0,8726172.0
364.59375,793.63,18.07,21.55,16.18,12.38,16.43,1.17,0.66,0.32,10158168.0,12068844.0
388.29688,793.56,17.83,21.37,15.02,8.75,16.16,1.2,0.08,-1.11,9498158.0,11285982.0
391.25,792.77,19.5,23.68,15.34,0.63,14.56,1.37,0.22,-1.3,15148934.0,18001726.0
361.51562,792.42,19.25,24.19,16.28,10.29,16.61,0.72,-0.3,-0.15,16901876.0,20086812.0
558.5625,794.63,17.33,18.7,16.15,40.79,16.49,1.28,0.39,-0.99,4774056.0,5674192.0
768.2031,796.84,17.82,21.98,14.16,11.35,16.34,0.86,0.43,-0.22,12580948.0,14954462.0
702.125,795.39,19.88,25.12,15.51,7.02,15.93,1.27,0.57,0.4,19412398.0,23076972.0
633.65625,794.54,17.75,20.59,15.38,6.49,16.62,0.64,0.46,0.33,7955506.0,9458118.0
598.7969,793.76,17.04,19.12,15.83,9.04,15.78,1.12,0.87,0.66,6339276.0,7537010.0
568.2969,793.42,18.49,22.9,15.3,0.81,15.62,1.54,0.56,1.42,12983672.0,15439016.0
499.10938,793.53,19.61,23.93,15.66,3.87,15.54,1.24,0.68,0.69,15398298.0,18312154.0
436.60938,796.12,18.47,23.54,15.66,8.78,16.74,0.99,0.81,0.01,13697750.0,16291408.0
423.82812,796.83,17.64,21.55,14.44,10.85,16.37,0.98,0.82,-0.19,10044780.0,11947856.0
432.5625,795.35,18.42,22.65,14.02,2.82,15.72,1.14,0.74,0.12,16694482.0,19859388.0
428.48438,795.45,18.72,24.03,14.83,11.51,16.14,0.87,0.03,-0.21,17273764.0,20550596.0
446.5,797.5,19.13,24.6,15.42,2.94,15.85,1.58,-0.22,-1.49,19167700.0,22805860.0
418.21875,797.94,20.12,23.86,15.96,0.44,13.84,1.15,0.19,-1.06,20086548.0,23901524.0
399.89062,795.23,19.37,23.8,15.59,4.63,15.54,0.78,0.12,0.1,18571670.0,22101148.0
397.42188,793.96,19.47,23.94,14.0,1.9,15.46,0.79,0.32,-0.2,19268838.0,22933068.0
382.96875,794.0,19.62,25.1,15.2,5.31,16.48,0.93,0.47,0.0,18674100.0,22227152.0
360.42188,795.04,20.55,25.51,16.56,1.59,16.74,0.89,0.3,-0.13,19011700.0,22631352.0
325.85938,795.5,21.25,25.36,17.34,1.24,16.34,1.16,1.01,0.1,19648370.0,23391470.0
281.01562,795.6,20.63,24.63,15.87,1.75,16.18,1.32,1.01,0.55,18259100.0,21739670.0
242.78125,794.47,20.41,24.81,16.8,4.87,16.33,1.55,0.84,0.88,18306294.0,21797906.0
218.64062,795.39,20.56,25.05,17.24,4.82,16.44,1.46,1.13,0.33,17258634.0,20552416.0
208.73438,796.68,19.75,23.49,16.8,8.11,17.04,1.2,0.79,0.6,15202172.0,18105366.0
233.1875,794.89,18.91,22.59,16.07,9.39,17.14,1.02,0.65,0.26,12927562.0,15392856.0
275.5,795.07,18.62,22.1,16.28,6.58,16.3,1.2,0.68,-0.88,11945834.0,14220692.0
300.65625,796.85,18.75,22.82,16.02,6.82,16.5,1.26,1.12,-0.19,15058988.0,17922922.0
311.875,798.67,18.56,22.78,16.15,10.64,16.64,1.32,1.13,0.25,13669872.0,16266004.0
328.65625,797.76,18.89,22.92,15.91,10.5,16.33,1.58,1.29,0.2,14544362.0,17302864.0
370.5625,796.82,18.18,22.52,15.75,19.66,16.74,1.3,1.02,-0.44,10780548.0,12822666.0
431.46875,797.48,18.37,22.38,15.0,3.32,15.85,1.15,0.7,-0.83,11476056.0,13646786.0
438.09375,797.2,18.42,22.35,15.61,3.66,15.71,1.21,0.55,-0.85,15532942.0,18467088.0
408.20312,796.73,18.67,22.6,15.78,2.63,15.41,1.33,0.55,-1.17,16122154.0,19163470.0
369.5078,795.97,19.24,23.05,16.48,1.15,15.23,1.31,0.61,-1.06,16537634.0,19653064.0
344.91406,796.25,18.58,22.69,15.25,10.17,15.66,1.36,0.24,-1.14,13448940.0,15979100.0
375.27344,797.35,16.65,19.92,13.19,3.89,13.64,1.58,0.0,-1.52,7473880.0,8877758.0
372.78125,797.31,17.48,21.85,12.31,0.21,12.42,1.51,0.51,-1.37,14674774.0,17427758.0
322.9297,796.42,18.44,22.79,13.34,0.1,12.29,1.28,1.05,-0.46,18851174.0,22383022.0
266.1797,795.32,19.57,24.3,14.67,0.24,13.05,1.17,0.77,-0.07,18445832.0,21897006.0
219.92969,795.74,19.49,23.68,15.21,1.53,14.24,1.19,0.66,-0.57,18150056.0,21541146.0
230.69531,797.24,18.75,21.93,16.09,3.49,15.26,1.04,0.71,-0.44,15209960.0,18047830.0
254.53906,798.21,17.17,20.81,14.98,2.16,14.18,1.25,0.13,-1.18,10489932.0,12445350.0
262.35938,796.39,18.2,21.28,15.07,0.8,13.96,0.48,0.05,-0.17,10387012.0,12320030.0
246.66406,795.02,18.61,22.57,15.69,3.79,15.52,1.3,0.95,-0.06,13161806.0,15607560.0
